name;description;year;manufacturer;is_parent;romof;is_clone;cloneof;sampleof
aliens2;Aliens (World set 2);1990;Konami;YES;aliens;NO;aliens;-;
aliensu;Aliens (US);1990;Konami;YES;aliens;NO;aliens;-;
aliensj;Aliens (Japan);1990;Konami;YES;aliens;NO;aliens;-;
surpratk;Surprise Attack (Japan ver. M);1990;Konami;NO;-;YES;-;-;
parodius;Parodius DA! (World);1990;Konami;NO;-;YES;-;-;
parodisj;Parodius DA! (Japan);1990;Konami;YES;parodius;NO;parodius;-;
rollerg;Rollergames (US);1991;Konami;NO;-;YES;-;-;
rollergj;Rollergames (Japan);1991;Konami;YES;rollerg;NO;rollerg;-;
simpsons;The Simpsons (4 Players);1991;Konami;NO;-;YES;-;-;
simpsn2p;The Simpsons (2 Players);1991;Konami;YES;simpsons;NO;simpsons;-;
simps2pa;The Simpsons (2 Players alt);1991;Konami;YES;simpsons;NO;simpsons;-;
simps2pj;The Simpsons (2 Players Japan);1991;Konami;YES;simpsons;NO;simpsons;-;
esckids;Escape Kids (Asia 4 Players);1991;Konami;NO;-;YES;-;-;
esckidsj;Escape Kids (Japan 2 Players);1991;Konami;YES;esckids;NO;esckids;-;
vendetta;Vendetta (World 4 Players ver. T);1991;Konami;NO;-;YES;-;-;
vendetao;Vendetta (World 4 Players ver. R);1991;Konami;YES;vendetta;NO;vendetta;-;
vendet2p;Vendetta (World 2 Players ver. W);1991;Konami;YES;vendetta;NO;vendetta;-;
vendetas;Vendetta (Asia 2 Players ver. U);1991;Konami;YES;vendetta;NO;vendetta;-;
vendtaso;Vendetta (Asia 2 Players ver. D);1991;Konami;YES;vendetta;NO;vendetta;-;
vendettj;Crime Fighters 2 (Japan 2 Players ver. P);1991;Konami;YES;vendetta;NO;vendetta;-;
mogura;Mogura Desse;1991;Konami;NO;-;YES;-;-;
wecleman;WEC Le Mans 24;1986;Konami;NO;-;YES;-;-;
hotchase;Hot Chase;1988;Konami;NO;-;YES;-;-;
chqflag;Chequered Flag;1988;Konami;NO;-;YES;-;-;
chqflagj;Chequered Flag (Japan);1988;Konami;YES;chqflag;NO;chqflag;-;
ultraman;Ultraman (Japan);1991;Banpresto/Bandai;NO;-;YES;-;-;
hexion;Hexion (Japan);1992;Konami;NO;-;YES;-;-;
lethalen;Lethal Enforcers (ver UAE);1992;Konami;NO;-;YES;-;-;
nemesis;Nemesis;1985;Konami;NO;-;YES;-;-;
nemesuk;Nemesis (World[Q]);1985;Konami;YES;nemesis;NO;nemesis;-;
konamigt;Konami GT;1985;Konami;NO;-;YES;-;-;
salamand;Salamander (version D);1986;Konami;NO;-;YES;-;-;
salamanj;Salamander (version J);1986;Konami;YES;salamand;NO;salamand;-;
lifefrce;Lifeforce (US);1986;Konami;YES;salamand;NO;salamand;-;
lifefrcj;Lifeforce (Japan);1986;Konami;YES;salamand;NO;salamand;-;
blkpnthr;Black Panther;1987;Konami;NO;-;YES;-;-;
citybomb;City Bomber (World);1987;Konami;NO;-;YES;-;-;
citybmrj;City Bomber (Japan);1987;Konami;YES;citybomb;NO;citybomb;-;
kittenk;Kitten Kaboodle;1988;Konami;NO;-;YES;-;-;
nyanpani;Nyan Nyan Panic (Japan);1988;Konami;YES;kittenk;NO;kittenk;-;
hcrash;Hyper Crash (version D);1987;Konami;NO;-;YES;-;-;
hcrashc;Hyper Crash (version C);1987;Konami;YES;hcrash;NO;hcrash;-;
rf2;Konami RF2 - Red Fighter;1985;Konami;YES;konamigt;NO;konamigt;-;
twinbee;TwinBee;1985;Konami;NO;-;YES;-;-;
gradius;Gradius;1985;Konami;YES;nemesis;NO;nemesis;-;
gwarrior;Galactic Warriors;1985;Konami;NO;-;YES;-;-;
devilw;Devil World;1987;Konami;NO;-;YES;-;-;
darkadv;Dark Adventure;1987;Konami;YES;devilw;NO;devilw;-;
majuu;Majuu no Ohkoku;1987;Konami;YES;devilw;NO;devilw;-;
vulcan;Vulcan Venture;1988;Konami;NO;-;YES;-;-;
gradius2;Gradius II - GOFER no Yabou (Japan New Ver.);1988;Konami;YES;vulcan;NO;vulcan;-;
grdius2a;Gradius II - GOFER no Yabou (Japan Old Ver.);1988;Konami;YES;vulcan;NO;vulcan;-;
grdius2b;Gradius II - GOFER no Yabou (Japan Older Ver.);1988;Konami;YES;vulcan;NO;vulcan;-;
cuebrick;Cue Brick (Japan);1989;Konami;NO;-;YES;-;-;
fround;The Final Round (version M);1988;Konami;NO;-;YES;-;-;
froundl;The Final Round (version L);1988;Konami;YES;fround;NO;fround;-;
hpuncher;Hard Puncher (Japan);1988;Konami;YES;fround;NO;fround;-;
miaj;M.I.A. - Missing in Action (Japan);1989;Konami;YES;mia;NO;mia;-;
cuebrckj;Cue Brick (World version D);1989;Konami;YES;cuebrick;NO;cuebrick;-;
mia;M.I.A. - Missing in Action (version T);1989;Konami;NO;-;YES;-;-;
mia2;M.I.A. - Missing in Action (version S);1989;Konami;YES;mia;NO;mia;-;
tmnt;Teenage Mutant Ninja Turtles (World 4 Players);1989;Konami;NO;-;YES;-;-;
tmntu;Teenage Mutant Ninja Turtles (US 4 Players);1989;Konami;YES;tmnt;NO;tmnt;-;
tmht;Teenage Mutant Hero Turtles (UK 4 Players);1989;Konami;YES;tmnt;NO;tmnt;-;
tmntj;Teenage Mutant Ninja Turtles (Japan 4 Players);1990;Konami;YES;tmnt;NO;tmnt;-;
tmht2p;Teenage Mutant Hero Turtles (UK 2 Players);1989;Konami;YES;tmnt;NO;tmnt;-;
tmnt2pj;Teenage Mutant Ninja Turtles (Japan 2 Players);1990;Konami;YES;tmnt;NO;tmnt;-;
tmnt2po;Teenage Mutant Ninja Turtles (Oceania 2 Players);1989;Konami;YES;tmnt;NO;tmnt;-;
punkshot;Punk Shot (US 4 Players);1990;Konami;NO;-;YES;-;-;
punksht2;Punk Shot (US 2 Players);1990;Konami;YES;punkshot;NO;punkshot;-;
punkshtj;Punk Shot (Japan 2 Players);1990;Konami;YES;punkshot;NO;punkshot;-;
lgtnfght;Lightning Fighters (US);1990;Konami;NO;-;YES;-;-;
trigon;Trigon (Japan);1990;Konami;YES;lgtnfght;NO;lgtnfght;-;
blswhstl;Bells and Whistles (Version L);1991;Konami;NO;-;YES;-;-;
detatwin;Detana!! Twin Bee (Japan ver. J);1991;Konami;YES;blswhstl;NO;blswhstl;-;
glfgreat;Golfing Greats;1991;Konami;NO;-;YES;-;-;
glfgretj;Golfing Greats (Japan);1991;Konami;YES;glfgreat;NO;glfgreat;-;
tmnt2;Teenage Mutant Ninja Turtles - Turtles in Time (US 4 Players ver. UAA);1991;Konami;NO;-;YES;-;-;
tmnt22p;Teenage Mutant Ninja Turtles - Turtles in Time (US 2 Players ver. UDA);1991;Konami;YES;tmnt2;NO;tmnt2;-;
tmnt2a;Teenage Mutant Ninja Turtles - Turtles in Time (Asia 4 Players ver. ADA);1991;Konami;YES;tmnt2;NO;tmnt2;-;
ssriders;Sunset Riders (World 4 Players ver. EAC);1991;Konami;NO;-;YES;-;-;
ssrdrebd;Sunset Riders (World 2 Players ver. EBD);1991;Konami;YES;ssriders;NO;ssriders;-;
ssrdrebc;Sunset Riders (World 2 Players ver. EBC);1991;Konami;YES;ssriders;NO;ssriders;-;
ssrdruda;Sunset Riders (US 4 Players ver. UDA);1991;Konami;YES;ssriders;NO;ssriders;-;
ssrdruac;Sunset Riders (US 4 Players ver. UAC);1991;Konami;YES;ssriders;NO;ssriders;-;
ssrdrubc;Sunset Riders (US 2 Players ver. UBC);1991;Konami;YES;ssriders;NO;ssriders;-;
ssrdrabd;Sunset Riders (Asia 2 Players ver. ABD);1991;Konami;YES;ssriders;NO;ssriders;-;
ssrdrjbd;Sunset Riders (Japan 2 Players ver. JBD);1991;Konami;YES;ssriders;NO;ssriders;-;
sunsetbl;Sunset Riders (bootleg 4 Players ver. ADD);1991;Konami;YES;ssriders;NO;ssriders;-;
xmen;X-Men (US 4 Players);1992;Konami;NO;-;YES;-;-;
xmen2p;X-Men (World 2 Players);1992;Konami;YES;xmen;NO;xmen;-;
xmen2pj;X-Men (Japan 2 Players);1992;Konami;YES;xmen;NO;xmen;-;
xmen6p;X-Men (Euro 6 Players);1992;Konami;YES;xmen;NO;xmen;-;
xmen6pu;X-Men (US 6 Players);1992;Konami;YES;xmen;NO;xmen;-;
xexex;Xexex (World);1991;Konami;NO;-;YES;-;-;
xexexj;Xexex (Japan);1991;Konami;YES;xexex;NO;xexex;-;
asterix;Asterix (World ver. EAD);1992;Konami;NO;-;YES;-;-;
astrxeac;Asterix (World ver. EAC);1992;Konami;YES;asterix;NO;asterix;-;
astrxeaa;Asterix (World ver. EAA);1992;Konami;YES;asterix;NO;asterix;-;
gijoe;GI Joe (World);1992;Konami;NO;-;YES;-;-;
gijoeu;GI Joe (US);1992;Konami;YES;gijoe;NO;gijoe;-;
gijoej;GI Joe (Japan);1992;Konami;YES;gijoe;NO;gijoe;-;
thndrx2;Thunder Cross II (Japan);1991;Konami;NO;-;YES;-;-;
thndrx2a;Thunder Cross II (Asia);1991;Konami;YES;thndrx2;NO;thndrx2;-;
prmrsocr;Premier Soccer (Europe ver. EAB);1993;Konami;NO;-;YES;-;-;
prmrsocj;Premier Soccer (Japan ver. JAB);1993;Konami;YES;prmrsocr;NO;prmrsocr;-;
qgakumon;Quiz Gakumon no Susume (Japan ver. JA2 Type L);1993;Konami;NO;-;YES;-;-;
moo;Wild West C.O.W.-Boys of Moo Mesa (World version EA);1992;Konami;NO;-;YES;-;-;
mooua;Wild West C.O.W.-Boys of Moo Mesa (US version UA);1992;Konami;YES;moo;NO;moo;-;
moobl;Wild West C.O.W.-Boys of Moo Mesa (bootleg version AA);1992;<unknown>;YES;moo;NO;moo;-;
bucky;Bucky O'Hare (World version EA);1992;Konami;NO;-;YES;-;-;
buckyua;Bucky O'Hare (US version UA);1992;Konami;YES;bucky;NO;bucky;-;
gaiapols;Gaiapolis (Japan ver JAF);1993;Konami;NO;-;YES;-;-;
mystwarr;Mystic Warriors (Europe ver EAA);1993;Konami;NO;-;YES;-;-;
mystwaru;Mystic Warriors (US ver UAA);1993;Konami;YES;mystwarr;NO;mystwarr;-;
viostorm;Violent Storm (Europe ver EAB);1993;Konami;NO;-;YES;-;-;
viostrmu;Violent Storm (US ver UAB);1993;Konami;YES;viostorm;NO;viostorm;-;
viostrmj;Violent Storm (Japan ver JAC);1993;Konami;YES;viostorm;NO;viostorm;-;
viostrma;Violent Storm (Asia ver AAC);1993;Konami;YES;viostorm;NO;viostorm;-;
dadandrn;Kyukyoku Sentai Dadandarn (Japan ver JAA);1993;Konami;YES;mmaulers;NO;mmaulers;-;
mmaulers;Monster Maulers (ver EAA);1993;Konami;NO;-;YES;-;-;
metamrph;Metamorphic Force (US ver UAA);1993;Konami;NO;-;YES;-;-;
metamrpj;Metamorphic Force (Japan ver JAA);1993;Konami;YES;metamrph;NO;metamrph;-;
mtlchamp;Martial Champion (Europe ver EAA);1993;Konami;NO;-;YES;-;-;
mtlchmpj;Martial Champion (Japan ver JAA);1993;Konami;YES;mtlchamp;NO;mtlchamp;-;
rungun;Run and Gun (World ver. EAA);1993;Konami;NO;-;YES;-;-;
rungunu;Run and Gun (US ver. UAB);1993;Konami;YES;rungun;NO;rungun;-;
slmdunkj;Slam Dunk (Japan ver. JAA));1993;Konami;YES;rungun;NO;rungun;-;
dbz;Dragonball Z;1993;Banpresto;NO;-;YES;-;-;
dbz2;Dragonball Z 2 Super Battle;1994;Banpresto;NO;-;YES;-;-;
bishi;Bishi Bashi Championship Mini Game Senshuken (ver JAA, 3 Players);1996;Konami;NO;-;YES;-;-;
sbishi;Super Bishi Bashi Championship (ver JAA, 2 Players);1998;Konami;NO;-;YES;-;-;
sbishik;Super Bishi Bashi Championship (ver KAA, 3 Players);1998;Konami;YES;sbishi;NO;sbishi;-;
overdriv;Over Drive;1990;Konami;NO;-;YES;-;-;
gradius3;Gradius III (Japan);1989;Konami;NO;-;YES;-;-;
grdius3a;Gradius III (Asia);1989;Konami;YES;gradius3;NO;gradius3;-;
grdius3e;Gradius III (World [Q]);1989;Konami;YES;gradius3;NO;gradius3;-;
plygonet;Polygonet Commanders (ver UAA);1993;Konami;NO;-;YES;-;-;
racinfrc;Racin' Force (ver UAB);1994;Konami;NO;konamigx;YES;-;-;
opengolf;Konami's Open Golf Championship (ver EAD);1994;Konami;NO;konamigx;YES;-;-;
ggreats2;Golfing Greats 2 (ver JAC);1994;Konami;YES;opengolf;NO;opengolf;-;
le2;Lethal Enforcers II - Gun Fighters (ver EAA);1994;Konami;NO;konamigx;YES;-;-;
le2u;Lethal Enforcers II - Gun Fighters (ver UAA);1994;Konami;YES;le2;NO;le2;-;
puzldama;Taisen Puzzle-dama (ver JAA);1994;Konami;NO;konamigx;YES;-;-;
gokuparo;Gokujyou Parodius (ver JAD);1994;Konami;NO;konamigx;YES;-;-;
fantjour;Fantastic Journey;1994;Konami;YES;gokuparo;NO;gokuparo;-;
dragoonj;Dragoon Might (ver JAA);1995;Konami;NO;konamigx;YES;-;-;
tbyahhoo;Twin Bee Yahhoo! (ver JAA);1995;Konami;NO;konamigx;YES;-;-;
tkmmpzdm;Tokimeki Memorial Taisen Puzzle-dama (ver JAB);1995;Konami;NO;konamigx;YES;-;-;
salmndr2;Salamander 2 (ver JAA);1996;Konami;NO;konamigx;YES;-;-;
sexyparo;Sexy Parodius (ver JAA);1996;Konami;NO;konamigx;YES;-;-;
sexyparoa;Sexy Parodius (ver AAA);1996;Konami;YES;sexyparo;NO;sexyparo;-;
daiskiss;Daisu-Kiss (ver JAA);1996;Konami;NO;konamigx;YES;-;-;
tokkae;Taisen Tokkae-dama (ver JAA);1996;Konami;NO;konamigx;YES;-;-;
winspike;Winning Spike (ver JAA);1997;Konami;NO;konamigx;YES;-;-;
soccerss;Soccer Superstars (ver JAA);1994;Konami;NO;konamigx;YES;-;-;
vsnetscr;Versus Net Soccer (ver UAB);1996;Konami;NO;konamigx;YES;-;-;
rungun2;Run and Gun 2 (ver UAA);1996;Konami;NO;konamigx;YES;-;-;
slamdnk2;Slam Dunk 2 (ver JAA);1996;Konami;YES;rungun2;NO;rungun2;-;
rushhero;Rushing Heroes (ver UAB);1996;Konami;NO;konamigx;YES;-;-;
bm1stmix;beatmania (ver JA-B);1997;Konami;NO;-;YES;-;-;
bm2ndmix;beatmania 2nd MIX (ver JA-B);1998;Konami;NO;-;YES;-;-;
bm2ndmxa;beatmania 2nd MIX (ver JA-A);1998;Konami;YES;bm2ndmix;NO;bm2ndmix;-;
bmcompmx;beatmania complete MIX (ver JA-B);1999;Konami;NO;-;YES;-;-;
hmcompmx;hiphopmania complete MIX (ver UA-B);1999;Konami;YES;bmcompmx;NO;bmcompmx;-;
bm4thmix;beatmania 4th MIX (ver JA-A);1999;Konami;NO;-;YES;-;-;
hmcompm2;hiphopmania complete MIX 2 (ver UA-A);2000;Konami;NO;-;YES;-;-;
bmdct;beatmania f. Dreams Come True (ver JA-A);2000;Konami;NO;-;YES;-;-;
bmcorerm;beatmania CORE REMIX (ver JA-A);2000;Konami;NO;-;YES;-;-;
carpolo;Car Polo;1977;Exidy;NO;-;YES;-;-;
sidetrac;Side Track;1979;Exidy;NO;-;YES;-;targ;
targ;Targ;1980;Exidy;NO;-;YES;-;-;
targc;Targ (cocktail[Q]);1980;Exidy;YES;targ;NO;targ;targ;
spectar;Spectar (revision 3);1980;Exidy;NO;-;YES;-;targ;
spectar1;Spectar (revision 1[Q]);1980;Exidy;YES;spectar;NO;spectar;targ;
rallys;Rallys (bootleg[Q]);1980;Novar;YES;spectar;NO;spectar;targ;
phantoma;Phantomas;1980;Jeutel;YES;spectar;NO;spectar;targ;
venture;Venture (version 5 set 1);1981;Exidy;NO;-;YES;-;-;
venture2;Venture (version 5 set 2);1981;Exidy;YES;venture;NO;venture;-;
venture4;Venture (version 4);1981;Exidy;YES;venture;NO;venture;-;
mtrap;Mouse Trap (version 5);1981;Exidy;NO;-;YES;-;-;
mtrap3;Mouse Trap (version 3);1981;Exidy;YES;mtrap;NO;mtrap;-;
mtrap4;Mouse Trap (version 4);1981;Exidy;YES;mtrap;NO;mtrap;-;
pepper2;Pepper II;1982;Exidy;NO;-;YES;-;-;
hardhat;Hard Hat;1982;Exidy;NO;-;YES;-;-;
fax;Fax;1983;Exidy;NO;-;YES;-;-;
circus;Circus;1977;Exidy;NO;-;YES;-;-;
robotbwl;Robot Bowl;1977;Exidy;NO;-;YES;-;-;
crash;Crash;1979;Exidy;NO;-;YES;-;-;
ripcord;Rip Cord;1979;Exidy;NO;-;YES;-;-;
starfire;Star Fire (set 1);1979;Exidy;NO;-;YES;-;-;
starfira;Star Fire (set 2);1979;Exidy;YES;starfire;NO;starfire;-;
fireone;Fire One;1979;Exidy;NO;-;YES;-;-;
starfir2;Star Fire 2;1979;Exidy;NO;-;YES;-;-;
victory;Victory;1982;Exidy;NO;-;YES;-;-;
victorba;Victor Banana;1982;Exidy;YES;victory;NO;victory;-;
teetert;Teeter Torture (prototype);1982;Exidy;NO;-;YES;-;-;
crossbow;Crossbow (version 2.0);1983;Exidy;NO;-;YES;-;-;
cheyenne;Cheyenne (version 1.0);1984;Exidy;NO;-;YES;-;-;
combat;Combat (version 3.0);1985;Exidy;NO;-;YES;-;-;
catch22;Catch-22 (version 8.0);1985;Exidy;YES;combat;NO;combat;-;
cracksht;Crackshot (version 2.0);1985;Exidy;NO;-;YES;-;-;
claypign;Clay Pigeon (version 2.0);1986;Exidy;NO;-;YES;-;-;
chiller;Chiller (version 3.0);1986;Exidy;NO;-;YES;-;-;
topsecex;Top Secret (Exidy) (version 1.0);1986;Exidy;NO;-;YES;-;-;
hitnmiss;Hit 'n Miss (version 3.0);1987;Exidy;NO;-;YES;-;-;
hitnmis2;Hit 'n Miss (version 2.0);1987;Exidy;YES;hitnmiss;NO;hitnmiss;-;
whodunit;Who Dunit (version 8.0);1988;Exidy;NO;-;YES;-;-;
showdown;Showdown (version 5.0);1988;Exidy;NO;-;YES;-;-;
copsnrob;Cops'n Robbers;1976;Atari;NO;-;YES;-;-;
flyball;Flyball;1976;Atari;NO;-;YES;-;-;
sprint2;Sprint 2 (set 1);1976;Atari;YES;sprint1;NO;sprint1;-;
sprint2a;Sprint 2 (set 2);1976;Atari;YES;sprint1;NO;sprint1;-;
sprint4;Sprint 4 (set 1);1977;Atari;NO;-;YES;-;-;
sprint4a;Sprint 4 (set 2);1977;Atari;YES;sprint4;NO;sprint4;-;
nitedrvr;Night Driver;1976;Atari;NO;-;YES;-;-;
dominos;Dominos;1977;Atari;NO;-;YES;-;-;
triplhnt;Triple Hunt;1977;Atari;NO;-;YES;-;-;
sprint8;Sprint 8;1977;Atari;NO;-;YES;-;-;
sprint8a;Sprint 8 (play tag and chase);1977;Atari;YES;sprint8;NO;sprint8;-;
dragrace;Drag Race;1977;Atari;NO;-;YES;-;-;
poolshrk;Poolshark;1977;Atari;NO;-;YES;-;-;
starshp1;Starship 1;1977;Atari;NO;-;YES;-;-;
starshpp;Starship 1 (prototype[Q]);1977;Atari;YES;starshp1;NO;starshp1;-;
superbug;Super Bug;1977;Atari;NO;-;YES;-;-;
canyon;Canyon Bomber;1977;Atari;NO;-;YES;-;-;
canyonp;Canyon Bomber (prototype);1977;Atari;YES;canyon;NO;canyon;-;
destroyr;Destroyer;1977;Atari;NO;-;YES;-;-;
sprint1;Sprint 1;1978;Atari;NO;-;YES;-;-;
ultratnk;Ultra Tank;1978;Atari;NO;-;YES;-;-;
skyraid;Sky Raider;1978;Atari;NO;-;YES;-;-;
tourtabl;Tournament Table (set 1);1978;Atari;NO;-;YES;-;-;
tourtab2;Tournament Table (set 2);1978;Atari;YES;tourtabl;NO;tourtabl;-;
avalnche;Avalanche;1978;Atari;NO;-;YES;-;-;
firetrk;Fire Truck;1978;Atari;NO;-;YES;-;-;
skydiver;Sky Diver;1978;Atari;NO;-;YES;-;-;
sbrkout;Super Breakout;1978;Atari;NO;-;YES;-;-;
atarifb;Atari Football (revision 2);1978;Atari;NO;-;YES;-;-;
atarifb1;Atari Football (revision 1);1978;Atari;YES;atarifb;NO;atarifb;-;
orbit;Orbit;1978;Atari;NO;-;YES;-;-;
boxer;Boxer (prototype);1978;Atari;NO;-;YES;-;-;
wolfpack;Wolf Pack (prototype);1978;Atari;NO;-;YES;-;-;
videopin;Video Pinball;1979;Atari;NO;-;YES;-;-;
atarifb4;Atari Football (4 players);1979;Atari;YES;atarifb;NO;atarifb;-;
subs;Subs;1977;Atari;NO;-;YES;-;-;
bsktball;Basketball;1979;Atari;NO;-;YES;-;-;
abaseb;Atari Baseball (set 1);1979;Atari;NO;-;YES;-;-;
abaseb2;Atari Baseball (set 2);1979;Atari;YES;abaseb;NO;abaseb;-;
montecar;Monte Carlo;1979;Atari;NO;-;YES;-;-;
soccer;Atari Soccer;1980;Atari;NO;-;YES;-;-;
missile;Missile Command (set 1);1980;Atari;NO;-;YES;-;-;
missile2;Missile Command (set 2);1980;Atari;YES;missile;NO;missile;-;
suprmatk;Super Missile Attack;1981;Atari + Gencomp;YES;missile;NO;missile;-;
llander;Lunar Lander (rev 2);1979;Atari;NO;-;YES;-;-;
llander1;Lunar Lander (rev 1);1979;Atari;YES;llander;NO;llander;-;
asteroid;Asteroids (rev 2);1979;Atari;NO;-;YES;-;-;
asteroi1;Asteroids (rev 1);1979;Atari;YES;asteroid;NO;asteroid;-;
asteroib;Asteroids (bootleg on Lunar Lander hardware);1979;bootleg;YES;asteroid;NO;asteroid;-;
asterock;Asterock;1979;Sidam;YES;asteroid;NO;asteroid;-;
astdelux;Asteroids Deluxe (rev 2);1980;Atari;NO;-;YES;-;-;
astdelu1;Asteroids Deluxe (rev 1);1980;Atari;YES;astdelux;NO;astdelux;-;
bzone;Battle Zone (set 1);1980;Atari;NO;-;YES;-;-;
bzone2;Battle Zone (set 2);1980;Atari;YES;bzone;NO;bzone;-;
bzonec;Battle Zone (cocktail);1980;Atari;YES;bzone;NO;bzone;-;
bradley;Bradley Trainer;1980;Atari;NO;-;YES;-;-;
redbaron;Red Baron;1980;Atari;NO;-;YES;-;-;
tempest;Tempest (rev 3);1980;Atari;NO;-;YES;-;-;
tempest1;Tempest (rev 1);1980;Atari;YES;tempest;NO;tempest;-;
tempest2;Tempest (rev 2);1980;Atari;YES;tempest;NO;tempest;-;
tempest3;Tempest (rev [Q]);1980;Atari;YES;tempest;NO;tempest;-;
temptube;Tempest Tubes;1980;hack;YES;tempest;NO;tempest;-;
spacduel;Space Duel;1980;Atari;NO;-;YES;-;-;
gravitar;Gravitar (version 3);1982;Atari;NO;-;YES;-;-;
gravitr2;Gravitar (version 2);1982;Atari;YES;gravitar;NO;gravitar;-;
gravp;Gravitar (prototype);1982;Atari;YES;gravitar;NO;gravitar;-;
lunarbat;Lunar Battle (prototype, later);1982;Atari;YES;gravitar;NO;gravitar;-;
lunarba1;Lunar Battle (prototype, earlier);1982;Atari;YES;gravitar;NO;gravitar;-;
quantum;Quantum (rev 2);1982;Atari;NO;-;YES;-;-;
quantum1;Quantum (rev 1);1982;Atari;YES;quantum;NO;quantum;-;
quantump;Quantum (prototype);1982;Atari;YES;quantum;NO;quantum;-;
bwidow;Black Widow;1982;Atari;NO;-;YES;-;-;
starwars;Star Wars (rev 2);1983;Atari;NO;-;YES;-;-;
starwar1;Star Wars (rev 1);1983;Atari;YES;starwars;NO;starwars;-;
mhavoc;Major Havoc (rev 3);1983;Atari;NO;-;YES;-;-;
mhavoc2;Major Havoc (rev 2);1983;Atari;YES;mhavoc;NO;mhavoc;-;
mhavocp;Major Havoc (prototype);1983;Atari;YES;mhavoc;NO;mhavoc;-;
mhavocrv;Major Havoc (Return to Vax);1983;hack;YES;mhavoc;NO;mhavoc;-;
alphaone;Alpha One (prototype, 3 lives);1983;Atari;YES;mhavoc;NO;mhavoc;-;
alphaona;Alpha One (prototype, 5 lives);1983;Atari;YES;mhavoc;NO;mhavoc;-;
esb;The Empire Strikes Back;1985;Atari Games;NO;-;YES;-;-;
warlords;Warlords;1980;Atari;NO;-;YES;-;-;
centiped;Centipede (revision 3);1980;Atari;NO;-;YES;-;-;
centipd2;Centipede (revision 2);1980;Atari;YES;centiped;NO;centiped;-;
centtime;Centipede (revision 4);1980;Atari;YES;centiped;NO;centiped;-;
centipdb;Caterpillar (bootleg of Centipede);1980;bootleg;YES;centiped;NO;centiped;-;
centipb2;Centipede (bootleg, set 1);1980;bootleg;YES;centiped;NO;centiped;-;
millpac;Millpac (bootleg of Centipede);1980;Valadon Automation;YES;centiped;NO;centiped;-;
magworm;Magic Worm (bootleg of Centipede);1980;bootleg;YES;centiped;NO;centiped;-;
milliped;Millipede;1982;Atari;NO;-;YES;-;-;
qwak;Qwak (prototype);1982;Atari;NO;-;YES;-;-;
runaway;Runaway (prototype);1982;Atari;NO;-;YES;-;-;
tunhunt;Tunnel Hunt;1979;Atari;NO;-;YES;-;-;
tunhuntc;Tunnel Hunt (Centuri);1981;Atari (Centuri license);YES;tunhunt;NO;tunhunt;-;
liberatr;Liberator (set 1);1982;Atari;NO;-;YES;-;-;
liberat2;Liberator (set 2);1982;Atari;YES;liberatr;NO;liberatr;-;
foodf;Food Fight (rev 3);1982;Atari;NO;-;YES;-;-;
foodf2;Food Fight (rev 2);1982;Atari;YES;foodf;NO;foodf;-;
foodfc;Food Fight (cocktail);1982;Atari;YES;foodf;NO;foodf;-;
ccastles;Crystal Castles (version 4);1983;Atari;NO;-;YES;-;-;
ccastle3;Crystal Castles (version 3);1983;Atari;YES;ccastles;NO;ccastles;-;
ccastle2;Crystal Castles (version 2);1983;Atari;YES;ccastles;NO;ccastles;-;
ccastlej;Crystal Castles (joystick version);1983;Atari;YES;ccastles;NO;ccastles;-;
cloak;Cloak and Dagger (rev 5);1983;Atari;NO;-;YES;-;-;
cloaksp;Cloak and Dagger (Spanish);1983;Atari;YES;cloak;NO;cloak;-;
cloakfr;Cloak and Dagger (French);1983;Atari;YES;cloak;NO;cloak;-;
cloakgr;Cloak and Dagger (German);1983;Atari;YES;cloak;NO;cloak;-;
cloud9;Cloud 9 (prototype);1983;Atari;NO;-;YES;-;-;
jedi;Return of the Jedi;1984;Atari;NO;-;YES;-;-;
peterpak;Peter Pack-Rat;1984;Atari Games;NO;-;YES;-;-;
marble;Marble Madness (set 1);1984;Atari Games;NO;-;YES;-;-;
marble2;Marble Madness (set 2);1984;Atari Games;YES;marble;NO;marble;-;
marble3;Marble Madness (set 3);1984;Atari Games;YES;marble;NO;marble;-;
marble4;Marble Madness (set 4);1984;Atari Games;YES;marble;NO;marble;-;
indytemp;Indiana Jones and the Temple of Doom (set 1);1985;Atari Games;NO;-;YES;-;-;
indytem2;Indiana Jones and the Temple of Doom (set 2);1985;Atari Games;YES;indytemp;NO;indytemp;-;
indytem3;Indiana Jones and the Temple of Doom (set 3);1985;Atari Games;YES;indytemp;NO;indytemp;-;
indytem4;Indiana Jones and the Temple of Doom (set 4);1985;Atari Games;YES;indytemp;NO;indytemp;-;
indytemd;Indiana Jones and the Temple of Doom (German);1985;Atari Games;YES;indytemp;NO;indytemp;-;
