name;cloneof;description;is_clone;is_parent;manufacturer;romof;sampleof;year
hnayayoi;-;Hana Yayoi (Japan);YES;NO;Dyna Electronics;-;-;1987;
dondenmj;-;Don Den Mahjong [BET] (Japan);YES;NO;Dyna Electronics;-;-;1986;
hnfubuki;hnayayoi;Hana Fubuki [BET] (Japan);NO;YES;Dynax;hnayayoi;-;1987;
mjdiplob;-;Mahjong Diplomat [BET] (Japan);YES;NO;Dynax;-;-;1987;
untoucha;-;Untouchable (Japan);YES;NO;Dynax;-;-;1987;
tontonb;-;Tonton [BET] (Japan);YES;NO;Dynax;-;-;1987;
hanamai;-;Hana no Mai (Japan);YES;NO;Dynax;-;-;1988;
majs101b;-;Mahjong Studio 101 [BET] (Japan);YES;NO;Dynax;-;-;1988;
hnkochou;hanamai;Hana Kochou [BET] (Japan);NO;YES;Dynax;hanamai;-;1989;
mjderngr;-;Mahjong Derringer (Japan);YES;NO;Dynax;-;-;1989;
hnoridur;-;Hana Oriduru (Japan);YES;NO;Dynax;-;-;1989;
drgpunch;-;Dragon Punch (Japan);YES;NO;Dynax;-;-;1989;
mjfriday;-;Mahjong Friday (Japan);YES;NO;Dynax;-;-;1989;
mjifb;-;Mahjong If [BET] (Japan);YES;NO;Dynax;-;-;1990;
sprtmtch;drgpunch;Sports Match;NO;YES;Dynax (Fabtek license);drgpunch;-;1989;
maya;-;Maya;YES;NO;Promat;-;-;1994;
inca;maya;Inca;NO;YES;unknown;maya;-;199?;
roldfrog;-;The Return of Lady Frog;YES;NO;Microhard;-;-;1993;
roldfrga;roldfrog;The Return of Lady Frog (set 2);NO;YES;Microhard;roldfrog;-;1993;
mcnpshnt;-;Mahjong Campus Hunting (Japan);YES;NO;Dynax;-;-;1990;
7jigen;-;7jigen no Youseitachi - Mahjong 7 Dimensions (Japan);YES;NO;Dynax;-;-;1990;
mjdialq2;-;Mahjong Dial Q2 (Japan);YES;NO;Dynax;-;-;1991;
yarunara;-;Mahjong Yarunara (Japan);YES;NO;Dynax;-;-;1991;
mjangels;-;Mahjong Angels - Comic Theater Vol.2 (Japan);YES;NO;Dynax;-;-;1991;
quiztvqq;-;Quiz TV Gassyuukoku QandQ (Japan);YES;NO;Dynax;-;-;1992;
mmpanic;-;Monkey Mole Panic (USA);YES;NO;Nakanihon + East Technology (Taito license);-;-;1992;
quizchq;-;Quiz Channel Question (Ver 1.00) (Japan);YES;NO;Nakanihon;-;-;1993;
quizchql;quizchq;Quiz Channel Question (Ver 1.23) (Taiwan[Q]);NO;YES;Nakanihon (Laxan license);quizchq;-;1993;
quiz365;-;Quiz 365 (Hong Kong and Taiwan);YES;NO;Nakanihon;-;-;1994;
rongrong;-;Rong Rong (Germany);YES;NO;Nakanihon;-;-;1994;
nettoqc;-;Nettoh Quiz Champion (Japan);YES;NO;Nakanihon;-;-;1995;
ddenlovr;-;Don Den Lover Vol. 1 (Hong Kong);YES;NO;Dynax;-;-;1996;
hanakanz;-;Hanakanzashi (Japan);YES;NO;Dynax;-;-;1996;
realbrk;-;Billiard Academy Real Break (Japan);YES;NO;Nakanihon;-;-;1998;
nyny;-;New York New York;YES;NO;Sigma Enterprises Inc.;-;-;1980;
nynyg;nyny;New York New York (Gottlieb);NO;YES;Sigma Enterprises Inc. (Gottlieb license);nyny;-;1980;
arcadia;nyny;Waga Seishun no Arcadia;NO;YES;Sigma Enterprises Inc.;nyny;-;1980;
r2dtank;-;R2D Tank;YES;NO;Sigma Enterprises Inc.;-;-;1980;
spiders;-;Spiders (set 1);YES;NO;Sigma Enterprises Inc.;-;-;1981;
spiders2;spiders;Spiders (set 2);NO;YES;Sigma Enterprises Inc.;spiders;-;1981;
cabaret;-;Cabaret;YES;NO;IGS;-;-;19??;
drgnwrld;-;Dragon World (World, V040O);YES;NO;IGS;-;-;1997;
vbowl;-;Virtua Bowling (World, V101XCM );YES;NO;Alta / IGS;-;-;1996;
vbowlj;vbowl;Virtua Bowling (Japan, V100JCM);NO;YES;Alta / IGS;vbowl;-;1996;
grtwall;-;The Great Wall;YES;NO;IGS;-;-;1994;
orlegnde;orlegend;Oriental Legend - Xi Yo Gi Shi Re Zuang (ver. 112);NO;YES;IGS;orlegend;-;1997;
orlegndc;orlegend;Oriental Legend - Xi Yo Gi Shi Re Zuang (ver. 112, Chinese Board);NO;YES;IGS;orlegend;-;1997;
dragwld2;-;Zhong Guo Long II (ver. 100C, China);YES;NO;IGS;pgm;-;1997;
hitme;-;Hit Me;YES;NO;RamTek;-;-;1976;
mblkjack;hitme;Black Jack (Mirco);NO;YES;Mirco;hitme;-;197?;
barricad;-;Barricade;YES;NO;RamTek;-;-;1976;
brickyrd;barricad;Brickyard;NO;YES;RamTek;barricad;-;1976;
starcrus;-;Star Cruiser;YES;NO;RamTek;-;-;1977;
usg83;-;Super Ten V8.3;YES;NO;U.S. Games;-;-;1988;
usg252;-;Games V25.4X;YES;NO;U.S. Games;-;-;1992;
mermaid;-;Mermaid;YES;NO;[Sanritsu] Rock-ola;-;-;1982;
rougien;-;Rougien;YES;NO;Sanritsu;-;-;1982;
mayumi;-;Kikiippatsu Mayumi-chan (Japan);YES;NO;[Sanritsu] Victory L.L.C.;-;-;1988;
kinst;-;Killer Instinct (v1.0);YES;NO;Rare;-;-;1994;
kinst2;-;Killer Instinct 2 (v2.1);YES;NO;Rare;-;-;1994;
oigas;gigasb;Oigas (bootleg);NO;YES;bootleg;gigasb;-;1986;
pbillrds;pbillrd;Perfect Billiard (Sega);NO;YES;Nihon System;pbillrd;-;1987;
freekckb;freekick;Free Kick (bootleg);NO;YES;bootleg;freekick;-;1987;
countrnb;countrun;Counter Run (bootleg set 1);NO;YES;bootleg;countrun;-;1988;
countrb2;countrun;Counter Run (bootleg set 2);NO;YES;bootleg;countrun;-;1988;
rmhaihai;-;Real Mahjong Haihai (Japan);YES;NO;Alba;-;-;1985;
rmhaihib;rmhaihai;Real Mahjong Haihai [BET] (Japan);NO;YES;Alba;rmhaihai;-;1985;
rmhaijin;-;Real Mahjong Haihai Jinji Idou Hen (Japan);YES;NO;Alba;-;-;1986;
rmhaisei;-;Real Mahjong Haihai Seichouhen (Japan);YES;NO;Visco;-;-;1986;
themj;-;The Mah-jong (Japan);YES;NO;Visco;-;-;1987;
hanaroku;-;Hanaroku;YES;NO;Alba;-;-;1988;
yumefuda;-;Yumefuda [BET];YES;NO;Alba;-;-;199?;
hourouki;-;Mahjong Hourouki Part 1 - Seisyun Hen (Japan);YES;NO;Home Data;-;-;1987;
mhgaiden;-;Mahjong Hourouki Gaiden (Japan);YES;NO;Home Data;-;-;1987;
mjhokite;-;Mahjong Hourouki Okite (Japan);YES;NO;Home Data;-;-;1988;
mjclinic;-;Mahjong Clinic (Japan);YES;NO;Home Data;-;-;1988;
mrokumei;-;Mahjong Rokumeikan (Japan);YES;NO;Home Data;-;-;1988;
reikaids;-;Reikai Doushi (Japan);YES;NO;Home Data;-;-;1988;
mjkojink;-;Mahjong Kojinkyouju (Private Teacher) (Japan);YES;NO;Home Data;-;-;1989;
vitaminc;-;Mahjong Vitamin C (Japan);YES;NO;Home Data;-;-;1989;
mjyougo;-;Mahjong-yougo no Kisotairyoku (Japan);YES;NO;Home Data;-;-;1989;
lemnangl;-;Mahjong Lemon Angel (Japan);YES;NO;Home Data;-;-;1990;
mjkinjas;-;Mahjong Kinjirareta Asobi (Japan);YES;NO;Home Data;-;-;1991;
battlcry;-;Battlecry;YES;NO;Home Data;-;-;1991;
jogakuen;-;Mahjong Jogakuen (Japan);YES;NO;Windom;-;-;1992?;
mjikaga;-;Mahjong Ikaga Desu ka (Japan);YES;NO;Mitchell;-;-;1991?;
stoneba2;stonebal;Stone Ball (2 Players);NO;YES;Art and Magic;stonebal;-;1994;
chinher2;chinhero;Chinese Hero (older);NO;YES;Taiyo;chinhero;-;1984;
astinvad;-;Astro Invader;YES;NO;Stern;-;invaders;1980;
kamikaze;astinvad;Kamikaze;NO;YES;Leijac;astinvad;invaders;1979;
spcking2;-;Space King 2;YES;NO;Konami;-;invaders;1979;
spaceint;-;Space Intruder;YES;NO;Shoei;-;invaders;1980;
stactics;-;Space Tactics;YES;NO;Sega;-;-;1981;
ringkin2;kingofb;Ring King (US set 2);NO;YES;Data East USA;kingofb;-;1985;
ringkin3;kingofb;Ring King (US set 3);NO;YES;Data East USA;kingofb;-;1985;
ambusht;ambush;Ambush (Tecfri);NO;YES;Tecfri;ambush;-;1983;
dlair;-;Dragon's Lair;YES;NO;Cinematronics;-;-;1983;
polyplay;-;Poly-Play;YES;NO;VEB Polytechnik Karl-Marx-Stadt;-;-;1985;
othldrby;-;Othello Derby (Japan);YES;NO;Sunwise;-;-;1995;
spdbuggy;-;Speed Buggy;YES;NO;Tatsumi;-;-;1986;
borntofi;-;Born To Fight;YES;NO;International Games;-;-;1987;
gcpinbal;-;Grand Cross;YES;NO;Excellent System;-;-;1994;
policetr;-;Police Trainer (Rev 1.3);YES;NO;PandP Marketing;-;-;1996;
policeto;policetr;Police Trainer (Rev 1.1);NO;YES;PandP Marketing;policetr;-;1996;
plctr13b;policetr;Police Trainer (Rev 1.3B);NO;YES;PandP Marketing;policetr;-;1996;
sshooter;-;Sharpshooter (Rev 1.7);YES;NO;PandP Marketing;-;-;1998;
taxidrvr;-;Taxi Driver;YES;NO;Graphic Techno;-;-;1984;
findout;-;Find Out;YES;NO;Elettronolo;-;-;1987;
driblino;dribling;Dribbling (Olympia);NO;YES;Model Racing (Olympia license);dribling;-;1983;
ace;-;Ace;YES;NO;Allied Leisure;-;-;1976;
clayshoo;-;Clay Shoot;YES;NO;Allied Leisure;-;-;1979;
fitfight;-;Fit of Fighting;YES;NO;bootleg;-;-;199?;
histryma;-;The History of Martial Arts;YES;NO;bootleg;-;-;199?;
bbprot;-;Untitled Fighter 'BB' (prototype);YES;NO;<unknown>;-;-;199?;
flowerbl;flower;Flower (bootleg);NO;YES;bootleg;flower;-;1986;
beaminv;-;Beam Invader;YES;NO;Tekunon Kougyou;-;-;19??;
maddonnb;maddonna;Mad Donna (set 2);NO;YES;Tuning;maddonna;-;1995;
tugboat;-;Tugboat;YES;NO;ETM;-;-;1982;
amerdart;-;AmeriDarts;YES;NO;Ameri;-;-;1989;
coolpool;-;Cool Pool;YES;NO;Catalina;-;-;1992;
9ballsht;coolpool;9-Ball Shootout (set 1);NO;YES;E-Scape EnterMedia (Bundra license);coolpool;-;1993;
9ballsh2;coolpool;9-Ball Shootout (set 2);NO;YES;E-Scape EnterMedia (Bundra license);coolpool;-;1993;
9ballsh3;coolpool;9-Ball Shootout (set 3);NO;YES;E-Scape EnterMedia (Bundra license);coolpool;-;1993;
trivquiz;-;Triv Quiz;YES;NO;Status Games;-;-;1984;
statriv2;-;Triv Two;YES;NO;Status Games;-;-;1984;
supertr2;-;Super Triv II;YES;NO;Status Games;-;-;1986;
tickee;-;Tickee Tickats;YES;NO;Raster Elite;-;-;1994;
crgolf;-;Crowns Golf (set 1);YES;NO;Nasco Japan;-;-;1984;
crgolfa;crgolf;Crowns Golf (set 2);NO;YES;Nasco Japan;crgolf;-;1984;
crgolfb;crgolf;Champion Golf (bootleg Set 1);NO;YES;Nasco Japan;crgolf;-;1984;
crgolfc;crgolf;Champion Golf;NO;YES;Nasco Japan;crgolf;-;1984;
truco;-;Truco-Tron;YES;NO;Playtronic SRL;-;-;198?;
lethalj;-;Lethal Justice;YES;NO;The Game Room;-;-;1996;
eggventr;-;Egg Venture;YES;NO;The Game Room;-;-;1997;
eggvntdx;eggventr;Egg Venture Deluxe;NO;YES;The Game Room;eggventr;-;1997;
rotaryf;-;Rotary Fighter;YES;NO;<unknown>;-;invaders;19??;
sbugger;-;Space Bugger;YES;NO;Game-A-Tron;-;-;1981;
portrait;-;Portraits;YES;NO;Olympia;-;-;1983;
enigma2;-;Enigma 2;YES;NO;GamePlan (Zilec Electronics license);-;-;1981;
enigma2a;enigma2;Enigma 2 (Space Invaders Hardware);NO;YES;Zilec Electronics;enigma2;-;1984;
ltcasino;-;Little Casino;YES;NO;Digital Controls Inc.;-;-;1982;
ltcasin2;-;Little Casino 2;YES;NO;Digital Controls Inc.;-;-;1984;
racoon;-;Racoon World;YES;NO;Eolith;-;-;19??;
xfiles;-;X-Files;YES;NO;dfPIX Entertainment Inc.;-;-;19??;
tmmjprd;-;Tokimeki Mahjong Paradise - Dear My Love;YES;NO;Media / Sonnet;-;-;1997;
malzak;-;Malzak;YES;NO;Kitronix;-;-;19??;
supertnk;-;Super Tank;YES;NO;Video Games GmbH;-;-;1981;
sengokh;sengoku;Sengoku / Sengoku Denshou (set 2);NO;YES;SNK;sengoku;-;1991;
burningh;burningf;Burning Fight (set 2);NO;YES;SNK;burningf;-;1991;
fatfursa;fatfursp;Fatal Fury Special / Garou Densetsu Special (set 2);NO;YES;SNK;fatfursp;-;1993;
fightfva;fightfev;Fight Fever (set 2);NO;YES;Viccom;fightfev;-;1994;
pbobblna;pbobblen;Puzzle Bobble / Bust-A-Move (Neo-Geo) (set 2);NO;YES;Taito;pbobblen;-;1994;
tws96;-;Tecmo World Soccer '96;YES;NO;Tecmo;neogeo;-;1996;
mosyougi;-;Syougi No Tatsujin - Master of Syougi;YES;NO;ADK / SNK;neogeo;-;1995;
kof97a;kof97;The King of Fighters '97 (set 2);NO;YES;SNK;kof97;-;1997;
lastblda;lastblad;Last Blade / Bakumatsu Roman - Gekka no Kenshi, The (set 2);NO;YES;SNK;lastblad;-;1997;
shocktra;shocktro;Shock Troopers (set 2);NO;YES;Saurus;shocktro;-;1997;
rbff2a;rbff2;Real Bout Fatal Fury 2 - The Newcomers / Real Bout Garou Densetsu 2 - The Newcomers (set 2);NO;YES;SNK;rbff2;-;1998;
kof98n;kof98;The King of Fighters '98 - The Slugfest - King of Fighters '98 / Dream Match Never Ends (Decrypted);NO;YES;SNK;kof98;-;1998;
kof99a;kof99;The King of Fighters '99 - Millennium Battle (set 2);NO;YES;SNK;kof99;-;1999;
kof99n;kof99;The King of Fighters '99 - Millennium Battle (not encrypted);NO;YES;SNK;kof99;-;1999;
garouo;garou;Garou - Mark of the Wolves (set 2);NO;YES;SNK;garou;-;1999;
mslug3n;mslug3;Metal Slug 3 (not encrypted);NO;YES;SNK;mslug3;-;2000;
kof2003d;kof2003;The King of Fighters 2003 (Decrypted);NO;YES;bootleg;kof2003;-;2003;
xeno;-;Xeno Crisis (Neo Geo MVS);YES;NO;Bitmap Bureau;neogeo;-;2019;
ddp3a;ddp3;DoDonPachi Dai-Ou-Jou (V100, second revision);NO;YES;Cave;ddp3;-;2002;
ddp3b;ddp3;DoDonPachi Dai-Ou-Jou (V100, first revision);NO;YES;Cave;ddp3;-;2002;
ddp3blk;ddp3;DoDonPachi Dai-Ou-Jou (Black Label);NO;YES;Cave;ddp3;-;2002;
vf;-;Virtua Fighter;YES;NO;Sega;-;-;1993;
cvs;-;CVS Bios;YES;NO;Century Electronics;-;-;1981;
playch10;-;PlayChoice-10;YES;NO;Nintendo of America;-;-;1986;
stvbios;-;ST-V Bios;YES;NO;Sega;-;-;1996;
konamigx;-;System GX;YES;NO;Konami;-;-;1994;
nss;-;Nintendo Super System - BIOS;YES;NO;Nintendo;-;-;199?;
megatech;-;MegaTech - Bios;YES;NO;Sega;-;-;1989;
megaplay;-;MegaPlay: BIOS;YES;NO;Sega;-;-;1993;
cpzn1;-;ZN1;YES;NO;Sony/Capcom;-;-;1997;
cpzn2;-;ZN2;YES;NO;Sony/Capcom;-;-;1997;
tps;-;TPS;YES;NO;Sony/Tecmo;-;-;1997;
taitofx1;-;Taito FX1;YES;NO;Sony/Taito;-;-;1995;
acpsx;-;Acclaim PSX;YES;NO;Acclaim;-;-;1996;
