name;cloneof;description;is_clone;is_parent;manufacturer;romof;sampleof;year
neoprimo;-;Primo Demo;YES;NO;iocerom.com;neogeo;-;2013;
cpsoccerj;cpsoccer;Pro Soccer (DECO Cassette) (Japan);NO;YES;Data East Corporation;cpsoccer;-;1983;
cpsoccer;-;Pro Soccer (DECO Cassette) (US);YES;NO;Data East Corporation;decocass;-;1983;
cptennisj;cptennis;Pro Tennis (DECO Cassette) (Japan);NO;YES;Data East Corporation;cptennis;-;1982;
progeara;progear;Progear (010117 Asia);NO;YES;Capcom / Cave;progear;-;2001;
progearjd;progear;Progear No Arashi (010117 Japan Phoenix Edition);NO;YES;bootleg;progear;-;2001;
progearjbl;progear;Progear No Arashi (010117 Japan, decrypted set);NO;YES;bootleg;progear;-;2001;
progearud;progear;Progear(010117 USA Phoenix Edition);NO;YES;bootleg;progear;-;2001;
promutrv;-;Progressive Music Trivia (Question set 1);YES;NO;Enerdyne Technologies Inc.;-;-;1985;
promutrva;promutrv;Progressive Music Trivia (Question set 2);NO;YES;Enerdyne Technologies Inc.;promutrv;-;1985;
promutrvb;promutrv;Progressive Music Trivia (Question set 3);NO;YES;Enerdyne Technologies Inc.;promutrv;-;1985;
promutrvc;promutrv;Progressive Music Trivia (Question set 4);NO;YES;Enerdyne Technologies Inc.;promutrv;-;1985;
proneon;-;Project Neon (Caravan Edition, prealpha v0.4.19);YES;NO;FULLSET;neogeo;-;2019;
psychic5j;psychic5;Psychic 5 (Japan);NO;YES;Jaleco;psychic5;-;1987;
oscarj2;oscar;Psycho-Nics Oscar (Japan revision 2);NO;YES;Data East Corporation;oscar;-;1987;
oscaru;oscar;Psycho-Nics Oscar (US);NO;YES;Data East USA;oscar;-;1987;
puchicarj;puchicar;Puchi Carat (Ver 2.02J 1997/10/29);NO;YES;Taito Corporation;puchicar;-;1997;
puchicaru;puchicar;Puchi Carat (Ver 2.04A 1997/11/08);NO;YES;Taito America Corporation;puchicar;-;1997;
puckmanb;puckman;Puck Man (Bootleg set 1);NO;YES;bootleg;puckman;-;1980;
puckmanh;puckman;Puck Man (bootleg set 2);NO;YES;bootleg (Falcom?);puckman;-;1981;
pacmansp;puckman;Puck Man (Spanish, 'Made in Greece' bootleg);NO;YES;bootleg (Video Game SA);puckman;-;198?;
puckmanf;puckman;PuckMan (speedup hack);NO;YES;hack;puckman;-;1980;
unkpacga;unkpacg;Pucman;NO;YES;IDI SRL;unkpacg;-;199?;
pulirulaj;pulirula;PuLiRuLa (Japan);NO;YES;Taito Corporation;pulirula;-;1991;
pulirulaa;pulirula;PuLiRuLa (World, earlier?);NO;YES;Taito Corporation;pulirula;-;1991;
punchita;punchout;Punch-Out!! (Italian bootleg);NO;YES;bootleg;punchout;-;1984;
punchoutj;punchout;Punch-Out!! (Japan);NO;YES;Nintendo;punchout;-;1984;
punchouta;punchout;Punch-Out!! (Rev A);NO;YES;Nintendo;punchout;-;1984;
punkshotj;punkshot;Punk Shot (Japan 2 Players);NO;YES;Konami;punkshot;-;1990;
punkshot2;punkshot;Punk Shot (US 2 Players);NO;YES;Konami;punkshot;-;1990;
punkshot2e;punkshot;Punk Shot (World 2 Players);NO;YES;Konami;punkshot;-;1990;
pushmans;pushman;Pushman (American Sammy license);NO;YES;Comad (American Sammy license);pushman;-;1990;
pushmana;pushman;Pushman (Korea, set 2);NO;YES;Comad;pushman;-;1990;
puyoja;puyo;Puyo Puyo (Japan, Rev A);NO;YES;Compile / Sega;puyo;-;1992;
puyoj;puyo;Puyo Puyo (Japan, Rev B);NO;YES;Compile / Sega;puyo;-;1992;
puyo;-;Puyo Puyo (World);YES;NO;Compile / Sega;-;-;1992;
puyobl;puyo;Puyo Puyo (World, bootleg);NO;YES;bootleg;puyo;-;1992;
puzzloopa;puzzloop;Puzz Loop (Asia);NO;YES;Mitchell;puzzloop;-;1998;
puzzloope;puzzloop;Puzz Loop (Europe, v0.93);NO;YES;Mitchell;puzzloop;-;1998;
puzzloopj;puzzloop;Puzz Loop (Japan);NO;YES;Mitchell;puzzloop;-;1998;
puzzloopk;puzzloop;Puzz Loop (Korea);NO;YES;Mitchell;puzzloop;-;1998;
puzzloopu;puzzloop;Puzz Loop (USA);NO;YES;Mitchell;puzzloop;-;1998;
pzloop2jd;pzloop2;Puzz Loop 2 (010226 Japan Phoenix Edition);NO;YES;bootleg;pzloop2;-;2001;
ichirbl;ichir;Puzzle & Action: Ichidant-R (World) (bootleg);NO;YES;bootleg;ichir;-;1994;
tantrbl3;tantr;Puzzle & Action: Tant-R (Japan) (bootleg set 3);NO;YES;bootleg;tantr;-;1994;
tantrbl4;tantr;Puzzle & Action: Tant-R (Japan) (bootleg set 4);NO;YES;bootleg;tantr;-;1992;
puzlbanga;suplup;Puzzle Bang Bang (Korea, version 2.8 / 990106);NO;YES;Omega System;suplup;-;1999;
puzlbang;suplup;Puzzle Bang Bang (Korea, version 2.9 / 990108);NO;YES;Omega System;suplup;-;1999;
pbobblenb;pbobblen;Puzzle Bobble / Bust-A-Move (Neo-Geo) (bootleg);NO;YES;Taito;pbobblen;-;1994;
pbobble2j;pbobble2;Puzzle Bobble 2 (Ver 2.2J 1995/07/20);NO;YES;Taito Corporation;pbobble2;-;1995;
pbobble2o;pbobble2;Puzzle Bobble 2 (Ver 2.2O 1995/07/20);NO;YES;Taito Corporation Japan;pbobble2;-;1995;
pbobble2x;pbobble2;Puzzle Bobble 2X (Ver 2.2J 1995/11/11);NO;YES;Taito Corporation;pbobble2;-;1995;
pbobble3u;pbobble3;Puzzle Bobble 3 (Ver 2.1A 1996/09/27);NO;YES;Taito Corporation;pbobble3;-;1996;
pbobble3j;pbobble3;Puzzle Bobble 3 (Ver 2.1J 1996/09/27);NO;YES;Taito Corporation;pbobble3;-;1996;
pbobble3rc;pbobble3;Puzzle Bobble 3 Recarbonated;NO;YES;Bank Bank;pbobble3;-;2022;
pbobble4u;pbobble4;Puzzle Bobble 4 (Ver 2.04A 1997/12/19);NO;YES;Taito Corporation;pbobble4;-;1997;
pbobble4j;pbobble4;Puzzle Bobble 4 (Ver 2.04J 1997/12/19);NO;YES;Taito Corporation;pbobble4;-;1997;
pzlbreaka;pzlbreak;Puzzle Break (set 2);NO;YES;SemiCom / Tirano;pzlbreak;-;1997;
pclubys;-;Puzzle Club (Yun Sung, set 1);YES;NO;Yun Sung;-;-;2000;
pclubysa;pclubys;Puzzle Club (Yun Sung, set 2);NO;YES;Yun Sung;pclubys;-;2000;
puzzlekg;-;Puzzle King (Dance & Puzzle);YES;NO;Eolith;-;-;1998;
puzlstara;puzlstar;Puzzle Star / Mohuan Xingzuo (ver. 100MG, 09/20/99 build);NO;YES;IGS;puzlstar;-;1999;
uopokoj;uopoko;Puzzle Uo Poko (Japan, ver. 98/02/06);NO;YES;Cave / Jaleco;uopoko;-;1999;
mushitama;mushitam;Puzzle! Mushihime-Tama (2005/09/09 MASTER VER);NO;YES;Cave (AMI license);mushitam;-;2005;
mushitam;-;Puzzle! Mushihime-Tama (2005/09/09.MASTER VER);YES;NO;Cave (AMI license);-;-;2005;
puzzlia;puzzli;Puzzli (revision A);NO;YES;Metro / Banpresto;puzzli;-;1995;
puzzli2;-;Puzzli 2 (V100, China);YES;NO;IGS;pgm;-;1999;
puzzli2s;puzzli2;Puzzli 2 Super (V200);NO;YES;IGS;puzzli2;-;2001;
puzzlovek;puzzlove;PuzzLove (Korea);NO;YES;Para;puzzlove;-;1994;
puzzlove;-;PuzzLove;YES;NO;Para;-;-;1994;
puzznicb;puzznic;Puzznic (bootleg, set 1);NO;YES;bootleg;puzznic;-;1989;
puzznicba;puzznic;Puzznic (bootleg, set 2);NO;YES;bootleg;puzznic;-;1989;
puzznici;puzznic;Puzznic (Italian bootleg);NO;YES;bootleg;puzznic;-;1989;
puzznicj;puzznic;Puzznic (Japan);NO;YES;Taito Corporation;puzznic;-;1989;
puzznicu;puzznic;Puzznic (US);NO;YES;Taito America Corporation;puzznic;-;1989;
qbertj;qbert;Q*bert (Japan);NO;YES;Gottlieb (Konami license);qbert;qbert;1982;
qberta;qbert;Q*bert (US set 2);NO;YES;Gottlieb;qbert;qbert;1982;
qixo;qix;Qix (set 3, earlier);NO;YES;Taito America Corporation;qix;-;1981;
quarteta;quartet;Quartet (8751 315-5194);NO;YES;Sega;quartet;-;1986;
quartet2a;quartet;Quartet 2 (unprotected);NO;YES;Sega;quartet;-;1986;
questers;quester;Quester Special Edition (Japan);NO;YES;Namco;quester;-;1987;
qadjr;qad;Quiz & Dragons (940921 Japan Resale Ver.);NO;YES;Capcom;qad;-;1992;
quizdaisk;quizdais;Quiz Daisousa Sen - The Last Count Down (Korean release);NO;YES;SNK;quizdais;-;1991;
quizkofk;quizkof;Quiz King of Fighters (Korean release);NO;YES;Saurus;quizkof;-;1995;
quizo;-;Quiz Olympic (set 1);YES;NO;Seoul Coin Corp.;-;-;1985;
quizoa;quizo;Quiz Olympic (set 2);NO;YES;Seoul Coin Corp.;quizo;-;1985;
qtono2j;-;Quiz Tonosama no Yabou 2 Zenkoku-ban (tonosama 2 950123 Japan);YES;NO;Capcom;-;-;1995;
rittam;rodland;R&T (Rod-Land prototype?);NO;YES;Jaleco;rodland;-;1990;
rtypejp;rtype;R-Type (Japan prototype);NO;YES;Irem;rtype;-;1987;
rtypej;rtype;R-Type (Japan);NO;YES;Irem;rtype;-;1987;
rtypeb;rtype;R-Type (World bootleg);NO;YES;bootleg;rtype;-;1987;
rtype2jc;rtype2;R-Type II (Japan, revision C);NO;YES;Irem;rtype2;-;1989;
rtypeleoj;rtypeleo;R-Type Leo (Japan);NO;YES;Irem;rtypeleo;-;1992;
rabbita;rabbit;Rabbit (Asia 1/28?);NO;YES;Aorn / Electronic Arts;rabbit;-;1997;
rabbitjt;rabbit;Rabbit (Japan 1/28, location test);NO;YES;Aorn / Electronic Arts;rabbit;-;1996;
rabbitj;rabbit;Rabbit (Japan 3/6?);NO;YES;Aorn / Electronic Arts;rabbit;-;1997;
raccoon;-;Raccoon World;YES;NO;Eolith;-;-;1998;
racingbj;racingb;Racing Beat (Japan);NO;YES;Taito Corporation;racingb;-;1991;
racherod;rachero;Racing Hero (FD1094 317-0144 decrypted);NO;YES;Sega;rachero;-;1989;
rachero;-;Racing Hero (FD1094 317-0144);YES;NO;Sega;-;-;1989;
racknrol;-;Rack + Roll;YES;NO;Status (Shinkai License);-;-;1986;
radmu;radm;Rad Mobile (US);NO;YES;Sega;radm;-;1990;
radrj;radr;Rad Rally (Japan);NO;YES;Sega;radr;-;1991;
radru;radr;Rad Rally (US);NO;YES;Sega;radr;-;1991;
radarscp1;radarscp;Radar Scope (TRS01);NO;YES;Nintendo;radarscp;-;1980;
radarscpc;radarscp;Radar Scope (TRS02?, rev. C);NO;YES;Nintendo;radarscp;-;1980;
radradj;radrad;Radical Radial (Japan);NO;YES;Logitec Corp.;radrad;-;1982;
raflesiau;raflesia;Rafflesia (not encrypted);NO;YES;Coreland / Sega;raflesia;-;1986;
rotdh;rotd;Rage of the Dragons (NGH-2640);NO;YES;Evoga / Playmore;rotd;-;2002;
raidenkb;raiden;Raiden (Korea, bootleg);NO;YES;bootleg;raiden;-;1990;
raidenb;raiden;Raiden (set 3);NO;YES;Seibu Kaihatsu;raiden;-;1990;
raidenub;raiden;Raiden (US set 3);NO;YES;Seibu Kaihatsu (Fabtek license);raiden;-;1990;
raidenu;raiden;Raiden (US, set 1);NO;YES;Seibu Kaihatsu (Fabtek license);raiden;-;1990;
raidenua;raiden;Raiden (US, set 2, SEI8904 + SEI9008 PCBs);NO;YES;Seibu Kaihatsu (Fabtek license);raiden;-;1990;
raidendxch;raidendx;Raiden DX (China);NO;YES;Seibu Kaihatsu (Ideal International Development Corp license);raidendx;-;1994;
raidendxg;raidendx;Raiden DX (Germany);NO;YES;Seibu Kaihatsu (Tuning license);raidendx;-;1994;
raidendxnl;raidendx;Raiden DX (Holland);NO;YES;Seibu Kaihatsu;raidendx;-;1994;
raidendxa1;raidendx;Raiden DX (Hong Kong, set 1);NO;YES;Seibu Kaihatsu (Metrotainment license);raidendx;-;1994;
raidendxa2;raidendx;Raiden DX (Hong Kong, set 2);NO;YES;Seibu Kaihatsu (Metrotainment license);raidendx;-;1994;
raidendxj;raidendx;Raiden DX (Japan, set 1);NO;YES;Seibu Kaihatsu;raidendx;-;1994;
raidendxja;raidendx;Raiden DX (Japan, set 2);NO;YES;Seibu Kaihatsu;raidendx;-;1994;
raidendxk;raidendx;Raiden DX (Korea);NO;YES;Seibu Kaihatsu;raidendx;-;1994;
raidendxpt;raidendx;Raiden DX (Portugal);NO;YES;Seibu Kaihatsu;raidendx;-;1994;
raidendx;-;Raiden DX (UK);YES;NO;Seibu Kaihatsu;-;-;1994;
raidendxu;raidendx;Raiden DX (US);NO;YES;Seibu Kaihatsu (Fabtek license);raidendx;-;1994;
rdftau;rdft;Raiden Fighters (Australia);NO;YES;Seibu Kaihatsu;rdft;-;1996;
rdfta;rdft;Raiden Fighters (Austria);NO;YES;Seibu Kaihatsu;rdft;-;1996;
rdftauge;rdft;Raiden Fighters (Evaluation Software For Show, Germany);NO;YES;Seibu Kaihatsu (Tuning license);rdft;-;1996;
rdft;-;Raiden Fighters (Germany);YES;NO;Seibu Kaihatsu (Tuning license);-;-;1996;
rdftgb;rdft;Raiden Fighters (Great Britain);NO;YES;Seibu Kaihatsu;rdft;-;1996;
rdftgr;rdft;Raiden Fighters (Greece);NO;YES;Seibu Kaihatsu;rdft;-;1996;
rdftam;rdft;Raiden Fighters (Hong Kong);NO;YES;Seibu Kaihatsu (Metrotainment license);rdft;-;1996;
rdftit;rdft;Raiden Fighters (Italy);NO;YES;Seibu Kaihatsu;rdft;-;1996;
rdftj;rdft;Raiden Fighters (Japan, earlier);NO;YES;Seibu Kaihatsu;rdft;-;1996;
rdftja;rdft;Raiden Fighters (Japan, earliest);NO;YES;Seibu Kaihatsu;rdft;-;1996;
rdftjb;rdft;Raiden Fighters (Japan, newer);NO;YES;Seibu Kaihatsu;rdft;-;1996;
rdftadi;rdft;Raiden Fighters (Korea);NO;YES;Seibu Kaihatsu (Dream Island license);rdft;-;1996;
rdfts;rdft;Raiden Fighters (Taiwan, single board);NO;YES;Seibu Kaihatsu (Explorer System Corp. license);rdft;-;1996;
rdftu;rdft;Raiden Fighters (US, earlier);NO;YES;Seibu Kaihatsu (Fabtek license);rdft;-;1996;
rdftua;rdft;Raiden Fighters (US, newer);NO;YES;Seibu Kaihatsu (Fabtek license);rdft;-;1996;
rdft2;-;Raiden Fighters 2 - Operation Hell Dive (Germany);YES;NO;Seibu Kaihatsu (Tuning license);-;-;1997;
rdft2a;rdft2;Raiden Fighters 2 - Operation Hell Dive (Hong Kong);NO;YES;Seibu Kaihatsu (Metrotainment license);rdft2;-;1997;
rdft2it;rdft2;Raiden Fighters 2 - Operation Hell Dive (Italy);NO;YES;Seibu Kaihatsu;rdft2;-;1997;
rdft2j;rdft2;Raiden Fighters 2 - Operation Hell Dive (Japan set 1);NO;YES;Seibu Kaihatsu;rdft2;-;1997;
rdft2ja;rdft2;Raiden Fighters 2 - Operation Hell Dive (Japan set 2);NO;YES;Seibu Kaihatsu;rdft2;-;1997;
rdft2jb;rdft2;Raiden Fighters 2 - Operation Hell Dive (Japan set 3);NO;YES;Seibu Kaihatsu;rdft2;-;1997;
rdft2jc;rdft2;Raiden Fighters 2 - Operation Hell Dive (Japan set 4);NO;YES;Seibu Kaihatsu;rdft2;-;1997;
rdft2aa;rdft2;Raiden Fighters 2 - Operation Hell Dive (Korea);NO;YES;Seibu Kaihatsu (Dream Island license);rdft2;-;1997;
rdft2s;rdft2;Raiden Fighters 2 - Operation Hell Dive (Switzerland);NO;YES;Seibu Kaihatsu;rdft2;-;1997;
rdft2t;rdft2;Raiden Fighters 2 - Operation Hell Dive (Taiwan);NO;YES;Seibu Kaihatsu;rdft2;-;1997;
rdft2u;rdft2;Raiden Fighters 2 - Operation Hell Dive (US);NO;YES;Seibu Kaihatsu (Fabtek license);rdft2;-;1997;
rdft2us;rdft2;Raiden Fighters 2 - Operation Hell Dive (US, single board);NO;YES;Seibu Kaihatsu (Fabtek license);rdft2;-;1997;
rdft22kc;rdft2;Raiden Fighters 2 - Operation Hell Dive 2000 (China, SYS386I);NO;YES;Seibu Kaihatsu;rdft2;-;2000;
rfjet;-;Raiden Fighters Jet (Germany);YES;NO;Seibu Kaihatsu (Tuning license);-;-;1998;
rfjetj;rfjet;Raiden Fighters Jet (Japan);NO;YES;Seibu Kaihatsu;rfjet;-;1998;
rfjeta;rfjet;Raiden Fighters Jet (Korea);NO;YES;Seibu Kaihatsu (Dream Island license);rfjet;-;1998;
rfjett;rfjet;Raiden Fighters Jet (Taiwan);NO;YES;Seibu Kaihatsu;rfjet;-;1998;
rfjetu;rfjet;Raiden Fighters Jet (US);NO;YES;Seibu Kaihatsu (Fabtek license);rfjet;-;1998;
rfjets;rfjet;Raiden Fighters Jet (US, single board);NO;YES;Seibu Kaihatsu;rfjet;-;1999;
rfjetsa;rfjet;Raiden Fighters Jet (US, single board, test version?);NO;YES;Seibu Kaihatsu;rfjet;-;1999;
rfjet2kc;rfjet;Raiden Fighters Jet 2000 (China, SYS386I);NO;YES;Seibu Kaihatsu;rfjet;-;2000;
raiden2eub;raiden2;Raiden II (easier, US set 3);NO;YES;Seibu Kaihatsu (Fabtek license);raiden2;-;1993;
raiden2eup;raiden2;Raiden II (easier, US, prototype? 11-16);NO;YES;Seibu Kaihatsu (Fabtek license);raiden2;-;1993;
raiden2eg;raiden2;Raiden II (Easy Version, Germany);NO;YES;Seibu Kaihatsu (Tuning license);raiden2;-;1993;
raiden2ea;raiden2;Raiden II (Easy Version, Japan?);NO;YES;Seibu Kaihatsu;raiden2;-;1993;
raiden2e;raiden2;Raiden II (Easy Version, Korea?);NO;YES;Seibu Kaihatsu;raiden2;-;1993;
raiden2eua;raiden2;Raiden II (Easy Version, US set 1);NO;YES;Seibu Kaihatsu (Fabtek license);raiden2;-;1993;
raiden2eu;raiden2;Raiden II (Easy Version, US set 2);NO;YES;Seibu Kaihatsu (Fabtek license);raiden2;-;1993;
raiden2f;raiden2;Raiden II (France);NO;YES;Seibu Kaihatsu;raiden2;-;1993;
raiden2g;raiden2;Raiden II (Germany);NO;YES;Seibu Kaihatsu (Tuning license);raiden2;-;1993;
raiden2dx;raiden2;Raiden II (harder, Raiden DX Hardware);NO;YES;Seibu Kaihatsu;raiden2;-;1993;
raiden2nl;raiden2;Raiden II (Holland);NO;YES;Seibu Kaihatsu;raiden2;-;1993;
raiden2hk;raiden2;Raiden II (Hong Kong);NO;YES;Seibu Kaihatsu (Metrotainment license);raiden2;-;1993;
raiden2i;raiden2;Raiden II (Italy);NO;YES;Seibu Kaihatsu;raiden2;-;1993;
raiden2j;raiden2;Raiden II (Japan);NO;YES;Seibu Kaihatsu;raiden2;-;1993;
raiden2k;raiden2;Raiden II (Korea);NO;YES;Seibu Kaihatsu;raiden2;-;1993;
raiden2es;raiden2;Raiden II (Spain);NO;YES;Seibu Kaihatsu;raiden2;-;1993;
raiden2sw;raiden2;Raiden II (Switzerland);NO;YES;Seibu Kaihatsu (Fabtek license);raiden2;-;1993;
raiden2u;raiden2;Raiden II (US, set 2);NO;YES;Seibu Kaihatsu (Fabtek license);raiden2;-;1993;
r2dx_v33;-;Raiden II New / Raiden DX (newer V33 PCB) (Raiden DX EEPROM);YES;NO;Seibu Kaihatsu;-;-;1996;
r2dx_v33_r2;r2dx_v33;Raiden II New / Raiden DX (newer V33 PCB) (Raiden II EEPROM);NO;YES;Seibu Kaihatsu;r2dx_v33;-;1996;
raiders5t;raiders5;Raiders5 (Japan, set 1);NO;YES;UPL (Taito license);raiders5;-;1985;
raiders5ta;raiders5;Raiders5 (Japan, set 2, bootleg?);NO;YES;UPL (Taito license);raiders5;-;1985;
rchasej;rchase;Rail Chase (Japan);NO;YES;Sega;rchase;-;1991;
rchase;-;Rail Chase (World);YES;NO;Sega;-;-;1991;
raimaisj;raimais;Raimais (Japan);NO;YES;Taito Corporation;raimais;-;1988;
raimaisjo;raimais;Raimais (Japan, first revision);NO;YES;Taito Corporation;raimais;-;1988;
rbislande;-;Rainbow Islands (Extra);YES;NO;Taito Corporation;cchip;-;1988;
rbisland;-;Rainbow Islands (new version);YES;NO;Taito Corporation;cchip;-;1987;
rbislando;rbisland;Rainbow Islands (old version);NO;YES;Taito Corporation;rbisland;-;1987;
rallyxmr;rallyx;Rally X (Model Racing);NO;YES;bootleg (Petaco);rallyx;rallyx;1980;
rallyxa;rallyx;Rally X;NO;YES;Namco;rallyx;rallyx;1980;
ikariram;ikari;Rambo 3 (bootleg of Ikari, Joystick hack);NO;YES;bootleg;ikari;-;1986;
rambo3p;rambo3;Rambo III (Europe, Proto?);NO;YES;Taito Europe Corporation;rambo3;-;1989;
rambo3u;rambo3;Rambo III (US);NO;YES;Taito Europe Corporation;rambo3;-;1989;
rampart2p;rampart;Rampart (Joystick, bigger ROMs);NO;YES;Atari Games;rampart;-;1990;
rampart2pa;rampart;Rampart (Joystick, smaller ROMs);NO;YES;Atari Games;rampart;-;1990;
rapheroa;arcadian;Rapid Hero (Media Trading);NO;YES;Media Trading Corp;arcadian;-;1994;
rastanua;rastan;Rastan (US);NO;YES;Taito America Corporation;rastan;-;1987;
rastanub;rastan;Rastan (US, Earlier code base);NO;YES;Taito America Corporation;rastan;-;1987;
rastana;rastan;Rastan (World);NO;YES;Taito Corporation Japan;rastan;-;1987;
rastanb;rastan;Rastan (World, Earlier code base);NO;YES;Taito Corporation Japan;rastan;-;1987;
rastsagaa;rastan;Rastan Saga (Japan Rev 1, Earlier code base);NO;YES;Taito Corporation;rastan;-;1987;
rastsagab;rastan;Rastan Saga (Japan, Earlier code base);NO;YES;Taito Corporation;rastan;-;1987;
rayforcej;gunlock;Ray Force (Ver 2.3J 1994/01/20);NO;YES;Taito Corporation;gunlock;-;1993;
reaktor;-;Reaktor (Track & Field conversion);YES;NO;Zilec;-;-;1987;
rbff1a;rbff1;Real Bout Fatal Fury / Real Bout Garou Densetsu (bug fix revision);NO;YES;SNK;rbff1;-;1995;
rbff1k;rbff1;Real Bout Fatal Fury / Real Bout Garou Densetsu (Korean release);NO;YES;SNK;rbff1;-;1995;
rbff1ka;rbff1;Real Bout Fatal Fury / Real Bout Garou Densetsu (Korean release, bug fix revision);NO;YES;SNK;rbff1;-;1995;
rbff2k;rbff2;Real Bout Fatal Fury 2 - The Newcomers (Korean release);NO;YES;SNK;rbff2;-;1998;
rbff2h;rbff2;Real Bout Fatal Fury 2 - The Newcomers / Real Bout Garou Densetsu 2 - the newcomers (NGH-2400);NO;YES;SNK;rbff2;-;1998;
rbff2bh;rbff2;Real Bout Fatal Fury 2 - The Newcomers / Real Bout Garou Densetsu 2 - the newcomers (Secret Character Hack);NO;YES;hack;rbff2;-;1998;
rbffspbh;rbffspec;Real Bout Fatal Fury Special / Real Bout Garou Densetsu Special (Boss Hack);NO;YES;hack;rbffspec;-;1996;
rbffspeck;rbffspec;Real Bout Fatal Fury Special / Real Bout Garou Densetsu Special (Korean release);NO;YES;SNK;rbffspec;-;1996;
redbarona;redbaron;Red Baron;NO;YES;Atari;redbaron;-;1980;
redclashs;redclash;Red Clash (Suntronics);NO;YES;Kaneko (Suntronics license);redclash;-;1982;
redclasht;redclash;Red Clash (Tehkan, set 1);NO;YES;Kaneko (Tehkan license);redclash;-;1981;
redclashta;redclash;Red Clash (Tehkan, set 2);NO;YES;Kaneko (Tehkan license);redclash;-;1981;
redearthnr1;redearth;Red Earth / War-Zard (Asia 961023, NO CD);NO;YES;Capcom;redearth;-;1996;
redearthn;redearth;Red Earth / War-Zard (Asia 961121, NO CD);NO;YES;Capcom;redearth;-;1996;
redearthr1;redearth;Red Earth / War-Zard (Euro 961023);NO;YES;Capcom;redearth;-;1996;
redearth;-;Red Earth / War-Zard (Euro 961121);YES;NO;Capcom;-;-;1996;
redhawke;stagger1;Red Hawk (Excellent Co., Ltd);NO;YES;Afega (Excellent Co. license);stagger1;-;1997;
redhawkb;stagger1;Red Hawk (horizontal, bootleg);NO;YES;bootleg (Vince);stagger1;-;1997;
redhawkg;stagger1;Red Hawk (horizontal, Greece);NO;YES;Afega;stagger1;-;1997;
redhawki;stagger1;Red Hawk (horizontal, Italy);NO;YES;Afega (Hae Dong Corp license);stagger1;-;1997;
redhawks;stagger1;Red Hawk (horizontal, Spain, set 1);NO;YES;Afega (Hae Dong Corp license);stagger1;-;1997;
redhawksa;stagger1;Red Hawk (horizontal, Spain, set 2);NO;YES;Afega (Hae Dong Corp license);stagger1;-;1997;
redhawkk;stagger1;Red Hawk (Korea);NO;YES;Afega Co.;stagger1;-;1997;
relief3;relief;Relief Pitcher (set 3, 10 Apr 1992 / 08 Apr 1992);NO;YES;Atari Games;relief;-;1992;
retofinvb1;retofinv;Return of the Invaders (bootleg no MCU set 1);NO;YES;bootleg;retofinv;-;1985;
retofinvb2;retofinv;Return of the Invaders (bootleg no MCU set 2);NO;YES;bootleg;retofinv;-;1985;
retofinvb3;retofinv;Return of the Invaders (bootleg no MCU set 3);NO;YES;bootleg;retofinv;-;1985;
retofinvb;retofinv;Return of the Invaders (bootleg w/MCU);NO;YES;bootleg;retofinv;-;1985;
revngr84;-;Revenger '84 (set 1);YES;NO;Epos Corporation;-;-;1984;
revenger;revngr84;Revenger '84 (set 2);NO;YES;Epos Corporation;revngr84;-;1984;
revxp5;revx;Revolution X (prototype, rev 5.0 5/23/94);NO;YES;Midway;revx;-;1994;
rezont;rezon;Rezon (Taito);NO;YES;Allumer (Taito license);rezon;-;1992;
ribbitj;ribbit;Ribbit! (Japan);NO;YES;Sega;ribbit;-;1991;
ridingfu;ridingf;Riding Fight (Ver 1.0A);NO;YES;Taito America Corporation;ridingf;-;1992;
ridingfj;ridingf;Riding Fight (Ver 1.0J);NO;YES;Taito Corporation;ridingf;-;1992;
ringking2;kingofb;Ring King (US set 2);NO;YES;Wood Place Inc. (Data East USA license);kingofb;-;1985;
ringking3;kingofb;Ring King (US set 3);NO;YES;Wood Place Inc. (Data East USA license);kingofb;-;1985;
ringkingw;kingofb;Ring King (US, Wood Place Inc.);NO;YES;Wood Place Inc.;kingofb;-;1985;
ringdesta;ringdest;Ring of Destruction - slammasters II (940831 Asia);NO;YES;Capcom;ringdest;-;1994;
ringdestb;ringdest;Ring of Destruction - slammasters II (940902 Brazil);NO;YES;Capcom;ringdest;-;1994;
ringdstd;ringdest;Ring of Destruction - slammasters II (940902 Euro Phoenix Edition);NO;YES;bootleg;ringdest;-;1994;
ringdesth;ringdest;Ring of Destruction - slammasters II (940902 Hispanic);NO;YES;Capcom;ringdest;-;1994;
ringrageu;ringrage;Ring Rage (Ver 2.3A 1992/08/09);NO;YES;Taito America Corporation;ringrage;-;1992;
ringragej;ringrage;Ring Rage (Ver 2.3J 1992/08/09);NO;YES;Taito Corporation;ringrage;-;1992;
riotw;riot;Riot (Woong Bi license);NO;YES;Woong Bi;riot;-;1992;
rpatrol;-;River Patrol (Japan);YES;NO;Orca;-;-;1981;
rpatroln;rpatrol;River Patrol (Japan, unprotected);NO;YES;Orca;rpatrol;-;1981;
roadf3;roadf;Road Fighter (set 3, conversion hack on Hyper Sports PCB);NO;YES;hack;roadf;-;1984;
roboarmya;roboarmy;Robo Army (set 2);NO;YES;SNK;roboarmy;-;1991;
robowres;-;Robo Wres 2001;YES;NO;Sanritsu / Sega;-;-;1986;
