name;description;year;manufacturer;is_parent;bios;sample
wwfmania;WWF: Wrestlemania (rev 1.30 08/10/95);1995;Midway;NO;-;-
wwfsstar;WWF Superstars (Europe);1989;Technos Japan;NO;-;-
wwfwfest;WWF WrestleFest (World);1991;Technos Japan (Tecmo license);NO;-;-
wwjgtin;Wai Wai Jockey Gate-In!;1984;Jaleco / Casio;NO;-;-
wwmarine;Waku Waku Marine;1992;Sega;NO;-;-
wyvernf0;Wyvern F-0 (Rev 1);1985;Taito Corporation;NO;-;-
x2222;X2222 (final debug?);2000;Oriental Soft / Promat;NO;-;-
xday2;X-Day 2 (Japan);1995;Namco;NO;namcoc70;-
xenophob;Xenophobe;1987;Bally Midway;NO;-;-
xevious;Xevious (Namco);1982;Namco;NO;-;-
xexex;Xexex (ver EAA);1991;Konami;NO;-;-
xmcota;X-Men - children of the atom (950331 Euro);1995;Capcom;NO;-;-
xmen;X-Men (4 Players ver EBA);1992;Konami;NO;-;-
xmultipl;X Multiply (World, M81 hardware);1989;Irem;NO;-;-
xmvsf;X-Men vs Street Fighter (961004 Euro);1996;Capcom;NO;-;-
xorworld;Xor World (prototype);1990;Gaelco;NO;-;-
xsleena;Xain'd Sleena (World);1986;Technos Japan (Taito license);NO;-;-
xxmissio;XX Mission;1986;UPL;NO;-;-
xybots;Xybots (rev 2);1987;Atari Games;NO;-;-
xyonix;Xyonix;1989;Philko;NO;-;-
yamagchi;Go Go Mr. Yamaguchi / Yuke Yuke Yamaguchi-kun;1985;Kaneko / Taito;NO;-;-
yamato;Yamato (US);1983;Sega;NO;-;-
yesnoj;Yes/No Sinri Tokimeki Chart;1992;Taito Corporation;NO;-;-
yiear;Yie Ar Kung-Fu (program code I);1985;Konami;NO;-;-
ym2608;YM2608 Internal ROM;1989;Yamaha;NO;-;-
youjyudn;Youjyuden (Japan);1986;Irem;NO;-;-
yukon;Yukon (version 2.0);1989;Exidy;NO;-;-
yuyugogo;Yuuyu no Quiz de GO!GO! (Japan);1990;Taito Corporation;NO;-;-
zaviga;Zaviga;1984;Data East Corporation;NO;-;-
zaxxon;Zaxxon (set 1, rev D);1982;Sega;NO;-;-
zedblade;Zed Blade / Operation Ragnarok;1994;NMK;NO;neogeo;-
zektor;Zektor (revision B);1982;Sega;NO;-;-
zerohour;Zero Hour (set 1);1980;Universal;NO;-;-
zeropnt;Zero Point (set 1);1998;Unico;NO;-;-
zeropnt2;Zero Point 2;1999;Unico;NO;-;-
zeroteam;Zero Team USA (set 1, US, Fabtek license);1993;Seibu Kaihatsu;NO;-;-
zerowing;Zero Wing (2P set);1989;Toaplan;NO;-;-
zerozone;Zero Zone;1993;Comad;NO;-;-
zingzip;Zing Zing Zip;1992;Allumer + Tecmo;NO;-;-
zipzap;Zip & Zap;1995;Barko Corp;NO;-;-
zoar;Zoar;1982;Data East USA;NO;-;-
zodiack;Zodiack;1983;Orca (Esco Trading Co., Inc. license);NO;-;-
zombraid;Zombie Raid (9/28/95, US);1995;American Sammy;NO;-;-
zookeep;Zoo Keeper (set 1);1982;Taito America Corporation;NO;-;-
zunkyou;Zunzunkyou no Yabou (Japan);1994;Sega;NO;-;-
zupapa;Zupapa!;2001;SNK;NO;neogeo;-
zwackery;Zwackery;1984;Bally Midway;NO;-;-
zzyzzyxx;Zzyzzyxx (set 1);1982;Cinematronics / Advanced Microcomputer Systems;NO;-;-
